"","months","neighbourhood_cleansed","price"
"429",2020-11-01,"JOONDALUP",116.996655518395
"430",2020-12-01,"JOONDALUP",122.555172413793
"431",2021-01-01,"JOONDALUP",117.076923076923
"432",2021-02-01,"JOONDALUP",118.580756013746
"433",2021-03-01,"JOONDALUP",117.434782608696
"434",2021-04-01,"JOONDALUP",90.3
"435",2020-05-01,"KALAMUNDA",100.987951807229
"436",2020-06-01,"KALAMUNDA",103.228915662651
"437",2020-10-01,"KALAMUNDA",112.138461538462
"438",2020-11-01,"KALAMUNDA",110.014705882353
"439",2020-12-01,"KALAMUNDA",123.166666666667
"440",2021-01-01,"KALAMUNDA",119.787878787879
"441",2021-02-01,"KALAMUNDA",115.301587301587
"442",2021-03-01,"KALAMUNDA",115.877192982456
"443",2021-04-01,"KALAMUNDA",102.75
"444",2020-05-01,"KALGOORLIE-BOULDER",134.764705882353
"445",2020-06-01,"KALGOORLIE-BOULDER",137.8
"446",2020-12-01,"KALGOORLIE-BOULDER",140.148148148148
"447",2021-01-01,"KALGOORLIE-BOULDER",140
"448",2021-02-01,"KALGOORLIE-BOULDER",141.288461538462
"449",2021-03-01,"KALGOORLIE-BOULDER",140.88
"450",2021-04-01,"KALGOORLIE-BOULDER",175
"451",2020-05-01,"KARRATHA",150.75
"452",2020-06-01,"KARRATHA",150.5
"453",2020-12-01,"KARRATHA",137.5
"454",2021-01-01,"KARRATHA",137.5
"455",2021-02-01,"KARRATHA",137.5
"456",2021-03-01,"KARRATHA",140
"457",2020-05-01,"KATANNING",134.285714285714
"458",2020-06-01,"KATANNING",134.142857142857
"459",2020-10-01,"KATANNING",137.25
"460",2020-11-01,"KATANNING",141
"461",2020-12-01,"KATANNING",142.125
"462",2021-01-01,"KATANNING",138.666666666667
"463",2021-02-01,"KATANNING",139.555555555556
"464",2021-03-01,"KATANNING",139.777777777778
"465",2020-05-01,"KELLERBERRIN",106
"466",2020-06-01,"KELLERBERRIN",104
"467",2020-05-01,"KOJONUP",147.833333333333
"468",2020-06-01,"KOJONUP",155.444444444444
"469",2020-10-01,"KOJONUP",135.555555555556
"470",2020-11-01,"KOJONUP",137.777777777778
"471",2020-12-01,"KOJONUP",138.111111111111
"472",2021-01-01,"KOJONUP",137.777777777778
"473",2021-02-01,"KOJONUP",135.4
"474",2021-03-01,"KOJONUP",135.555555555556
"475",2021-04-01,"KOJONUP",150
"476",2020-05-01,"KONDININ",107.666666666667
"477",2020-06-01,"KONDININ",103.866666666667
"478",2020-10-01,"KONDININ",104.307692307692
"479",2020-11-01,"KONDININ",104.538461538462
"480",2020-12-01,"KONDININ",106.538461538462
"481",2021-01-01,"KONDININ",112.615384615385
"482",2021-02-01,"KONDININ",111.384615384615
"483",2021-03-01,"KONDININ",108.083333333333
"484",2021-04-01,"KONDININ",148
"485",2020-05-01,"KULIN",153
"486",2020-06-01,"KULIN",152
"487",2020-10-01,"KULIN",146.25
"488",2020-11-01,"KULIN",141
"489",2020-12-01,"KULIN",166.833333333333
"490",2021-01-01,"KULIN",146.666666666667
"491",2021-02-01,"KULIN",147
"492",2021-03-01,"KULIN",147
"493",2020-05-01,"KWINANA",66.6666666666667
"494",2020-06-01,"KWINANA",62.725
"495",2020-10-01,"KWINANA",64.2258064516129
"496",2020-11-01,"KWINANA",66.5172413793103
"497",2020-12-01,"KWINANA",68.6428571428571
"498",2021-01-01,"KWINANA",67.7931034482759
"499",2021-02-01,"KWINANA",66.8
"500",2021-03-01,"KWINANA",61.3333333333333
"501",2021-04-01,"KWINANA",261
"502",2020-05-01,"LAKE GRACE",129.75
"503",2020-06-01,"LAKE GRACE",131.333333333333
"504",2020-10-01,"LAKE GRACE",120.25
"505",2020-11-01,"LAKE GRACE",124
"506",2020-12-01,"LAKE GRACE",113.5
"507",2021-01-01,"LAKE GRACE",112.5
"508",2021-02-01,"LAKE GRACE",118
"509",2021-03-01,"LAKE GRACE",117.5
"510",2020-05-01,"LAVERTON",160
"511",2020-06-01,"LAVERTON",160
"512",2020-12-01,"LAVERTON",160
"513",2021-01-01,"LAVERTON",160
"514",2021-02-01,"LAVERTON",160
"515",2021-03-01,"LAVERTON",160
"516",2020-05-01,"MANDURAH",172.908212560386
"517",2020-06-01,"MANDURAH",174.33729216152
"518",2020-10-01,"MANDURAH",189.344827586207
"519",2020-11-01,"MANDURAH",192.005586592179
"520",2020-12-01,"MANDURAH",197.209373134328
"521",2021-01-01,"MANDURAH",198.199421965318
"522",2021-02-01,"MANDURAH",192.355742296919
"523",2021-03-01,"MANDURAH",192.781869688385
"524",2021-04-01,"MANDURAH",206.2
"525",2020-05-01,"MANJIMUP",177.252100840336
"526",2020-06-01,"MANJIMUP",177.275
"527",2020-10-01,"MANJIMUP",178.535714285714
"528",2020-11-01,"MANJIMUP",180.982300884956
"529",2020-12-01,"MANJIMUP",187.09649122807
"530",2021-01-01,"MANJIMUP",184.112068965517
"531",2021-02-01,"MANJIMUP",183.205128205128
"532",2021-03-01,"MANJIMUP",180.8125
"533",2021-04-01,"MANJIMUP",120
"534",2020-05-01,"MEEKATHARRA",70.7142857142857
"535",2020-06-01,"MEEKATHARRA",70.2857142857143
"536",2020-05-01,"MELVILLE",113.024221453287
"537",2020-06-01,"MELVILLE",112.339160839161
"538",2020-10-01,"MELVILLE",116.923076923077
"539",2020-11-01,"MELVILLE",119.295336787565
"540",2020-12-01,"MELVILLE",131.757731958763
"541",2021-01-01,"MELVILLE",125.314432989691
"542",2021-02-01,"MELVILLE",123.507772020725
"543",2021-03-01,"MELVILLE",119.911602209945
"544",2021-04-01,"MELVILLE",154.857142857143
"545",2020-06-01,"MENZIES",199
"546",2020-12-01,"MENZIES",199
"547",2021-01-01,"MENZIES",199
"548",2021-02-01,"MENZIES",199
"549",2021-03-01,"MENZIES",199
"550",2020-05-01,"MERREDIN",118.363636363636
"551",2020-06-01,"MERREDIN",116.772727272727
"552",2020-05-01,"MOORA",74.1428571428571
"553",2020-06-01,"MOORA",74
"554",2020-10-01,"MOORA",43.75
"555",2020-11-01,"MOORA",43.75
"556",2020-12-01,"MOORA",60.8333333333333
"557",2021-01-01,"MOORA",61.6666666666667
"558",2021-02-01,"MOORA",61.6666666666667
"559",2021-03-01,"MOORA",61.6666666666667
"560",2020-05-01,"MOSMAN PARK",113.860465116279
"561",2020-06-01,"MOSMAN PARK",113.340909090909
"562",2020-10-01,"MOSMAN PARK",104.396551724138
"563",2020-11-01,"MOSMAN PARK",105.431034482759
"564",2020-12-01,"MOSMAN PARK",127.127272727273
"565",2021-01-01,"MOSMAN PARK",121.25
"566",2021-02-01,"MOSMAN PARK",122.509433962264
"567",2021-03-01,"MOSMAN PARK",121.442307692308
"568",2021-04-01,"MOSMAN PARK",98
"569",2020-05-01,"MOUNT MARSHALL",120
"570",2020-06-01,"MOUNT MARSHALL",120
"571",2020-05-01,"MUKINBUDIN",16
"572",2020-06-01,"MUKINBUDIN",14
"573",2020-05-01,"MUNDARING",122.7625
"574",2020-06-01,"MUNDARING",125.911392405063
"575",2020-10-01,"MUNDARING",133.125
"576",2020-11-01,"MUNDARING",133.225352112676
"577",2020-12-01,"MUNDARING",145.314285714286
"578",2021-01-01,"MUNDARING",147.014285714286
"579",2021-02-01,"MUNDARING",145.376811594203
"580",2021-03-01,"MUNDARING",148.10447761194
"581",2021-04-01,"MUNDARING",159.5
"582",2020-05-01,"MURRAY",155.918918918919
"583",2020-06-01,"MURRAY",160.921739130435
"584",2020-10-01,"MURRAY",163.091743119266
"585",2020-11-01,"MURRAY",167.272727272727
"586",2020-12-01,"MURRAY",174.798076923077
"587",2021-01-01,"MURRAY",179.233333333333
"588",2021-02-01,"MURRAY",179.306818181818
"589",2021-03-01,"MURRAY",180.595505617978
"590",2021-04-01,"MURRAY",171
"591",2020-05-01,"NANNUP",168.561403508772
"592",2020-06-01,"NANNUP",165
"593",2020-10-01,"NANNUP",171.964912280702
"594",2020-11-01,"NANNUP",175.241379310345
"595",2020-12-01,"NANNUP",183.724137931034
"596",2021-01-01,"NANNUP",180.16393442623
"597",2021-02-01,"NANNUP",179.540983606557
"598",2021-03-01,"NANNUP",180.433333333333
"599",2020-05-01,"NAREMBEEN",130
"600",2020-06-01,"NAREMBEEN",130
"601",2020-05-01,"NARROGIN",120.25
"602",2020-06-01,"NARROGIN",119.461538461538
"603",2020-10-01,"NARROGIN",115.384615384615
"604",2020-11-01,"NARROGIN",114.923076923077
"605",2020-12-01,"NARROGIN",117.166666666667
"606",2021-01-01,"NARROGIN",116.666666666667
"607",2021-02-01,"NARROGIN",115.909090909091
"608",2021-03-01,"NARROGIN",115.909090909091
"609",2020-05-01,"NEDLANDS",151.7
"610",2020-06-01,"NEDLANDS",153.617283950617
"611",2020-10-01,"NEDLANDS",139.829787234043
"612",2020-11-01,"NEDLANDS",140.803571428571
"613",2020-12-01,"NEDLANDS",152.403846153846
"614",2021-01-01,"NEDLANDS",156.890909090909
"615",2021-02-01,"NEDLANDS",149.51724137931
"616",2021-03-01,"NEDLANDS",162.909090909091
"617",2021-04-01,"NEDLANDS",106
"618",2020-05-01,"NGAANYATJARRAKU",160
"619",2020-06-01,"NGAANYATJARRAKU",160
"620",2020-12-01,"NGAANYATJARRAKU",160
"621",2021-01-01,"NGAANYATJARRAKU",160
"622",2021-02-01,"NGAANYATJARRAKU",160
"623",2021-03-01,"NGAANYATJARRAKU",160
"624",2020-05-01,"NORTHAM",126.722222222222
"625",2020-06-01,"NORTHAM",126.722222222222
"626",2020-10-01,"NORTHAM",126.6
"627",2020-11-01,"NORTHAM",124.95
"628",2020-12-01,"NORTHAM",125.95
"629",2021-01-01,"NORTHAM",122.190476190476
"630",2021-02-01,"NORTHAM",124.227272727273
"631",2021-03-01,"NORTHAM",131.2
"632",2021-04-01,"NORTHAM",141
"633",2020-05-01,"NORTHAMPTON",151.831683168317
"634",2020-06-01,"NORTHAMPTON",151.227722772277
"635",2020-10-01,"NORTHAMPTON",130.333333333333
"636",2020-11-01,"NORTHAMPTON",167.315789473684
"637",2020-12-01,"NORTHAMPTON",181.948453608247
"638",2021-01-01,"NORTHAMPTON",173.929292929293
"639",2021-02-01,"NORTHAMPTON",169.29702970297
"640",2021-03-01,"NORTHAMPTON",175.272727272727
"641",2021-04-01,"NORTHAMPTON",149.666666666667
"642",2020-05-01,"NUNGARIN",95
"643",2020-06-01,"NUNGARIN",94
"644",2020-05-01,"PEPPERMINT GROVE",68.75
"645",2020-06-01,"PEPPERMINT GROVE",68.25
"646",2020-10-01,"PEPPERMINT GROVE",400
"647",2020-11-01,"PEPPERMINT GROVE",400
"648",2021-01-01,"PEPPERMINT GROVE",400
"649",2021-03-01,"PEPPERMINT GROVE",400
"650",2020-05-01,"PERENJORI",134
"651",2020-06-01,"PERENJORI",110
"652",2020-05-01,"PERTH",120.218406593407
"653",2020-06-01,"PERTH",119.935261707989
"654",2020-10-01,"PERTH",110.012612612613
"655",2020-11-01,"PERTH",115.557586837294
"656",2020-12-01,"PERTH",123.798181818182
"657",2021-01-01,"PERTH",121.357677902622
"658",2021-02-01,"PERTH",119.256983240223
"659",2021-03-01,"PERTH",120.5625
"660",2021-04-01,"PERTH",124.371428571429
"661",2020-05-01,"PINGELLY",79
"662",2020-06-01,"PINGELLY",80
"663",2020-10-01,"PINGELLY",90
"664",2020-11-01,"PINGELLY",90
"665",2020-12-01,"PINGELLY",90
"666",2021-01-01,"PINGELLY",90
"667",2021-02-01,"PINGELLY",90
"668",2021-03-01,"PINGELLY",100.5
"669",2020-05-01,"PLANTAGENET",153.285714285714
"670",2020-06-01,"PLANTAGENET",159.461538461538
"671",2020-10-01,"PLANTAGENET",160.793103448276
"672",2020-11-01,"PLANTAGENET",161.321428571429
"673",2020-12-01,"PLANTAGENET",163.75
"674",2021-01-01,"PLANTAGENET",164.571428571429
"675",2021-02-01,"PLANTAGENET",167.407407407407
"676",2021-03-01,"PLANTAGENET",170.481481481481
"677",2020-05-01,"PORT HEDLAND",91
"678",2020-06-01,"PORT HEDLAND",93.2
"679",2020-05-01,"QUAIRADING",110.666666666667
"680",2020-06-01,"QUAIRADING",110
"681",2020-05-01,"RAVENSTHORPE",164.35
"682",2020-06-01,"RAVENSTHORPE",164.85
"683",2020-10-01,"RAVENSTHORPE",150.166666666667
"684",2020-11-01,"RAVENSTHORPE",150.5
"685",2020-12-01,"RAVENSTHORPE",171.714285714286
"686",2021-01-01,"RAVENSTHORPE",168.25
"687",2021-02-01,"RAVENSTHORPE",156.428571428571
"688",2021-03-01,"RAVENSTHORPE",149.5
"689",2020-05-01,"ROCKINGHAM",122.282511210762
"690",2020-06-01,"ROCKINGHAM",122.544247787611
"691",2020-10-01,"ROCKINGHAM",138.016216216216
"692",2020-11-01,"ROCKINGHAM",138.828729281768
"693",2020-12-01,"ROCKINGHAM",145.467391304348
"694",2021-01-01,"ROCKINGHAM",138.861111111111
"695",2021-02-01,"ROCKINGHAM",138.43956043956
"696",2021-03-01,"ROCKINGHAM",132.66081871345
"697",2021-04-01,"ROCKINGHAM",175
"698",2020-05-01,"SANDSTONE",149
"699",2020-06-01,"SANDSTONE",149
"700",2020-05-01,"SERPENTINE-JARRAHDALE",128.189189189189
"701",2020-06-01,"SERPENTINE-JARRAHDALE",131.810810810811
"702",2020-10-01,"SERPENTINE-JARRAHDALE",123.838709677419
"703",2020-11-01,"SERPENTINE-JARRAHDALE",122.838709677419
"704",2020-12-01,"SERPENTINE-JARRAHDALE",122.225806451613
"705",2021-01-01,"SERPENTINE-JARRAHDALE",115.066666666667
"706",2021-02-01,"SERPENTINE-JARRAHDALE",118.193548387097
"707",2021-03-01,"SERPENTINE-JARRAHDALE",117.866666666667
"708",2021-04-01,"SERPENTINE-JARRAHDALE",155
"709",2020-05-01,"SHARK BAY",174.75
"710",2020-06-01,"SHARK BAY",168.7
"711",2020-10-01,"SHARK BAY",174.111111111111
"712",2020-11-01,"SHARK BAY",176.727272727273
"713",2020-12-01,"SHARK BAY",176.090909090909
"714",2021-01-01,"SHARK BAY",180.5
"715",2021-02-01,"SHARK BAY",178.25
"716",2021-03-01,"SHARK BAY",178.230769230769
"717",2020-05-01,"SOUTH PERTH",123.903614457831
"718",2020-06-01,"SOUTH PERTH",122.446280991736
"719",2020-10-01,"SOUTH PERTH",116.495
"720",2020-11-01,"SOUTH PERTH",119.210526315789
"721",2020-12-01,"SOUTH PERTH",127.128571428571
"722",2021-01-01,"SOUTH PERTH",126.296650717703
"723",2021-02-01,"SOUTH PERTH",124.78640776699
"724",2021-03-01,"SOUTH PERTH",126.061538461538
"725",2021-04-01,"SOUTH PERTH",146.3
"726",2020-05-01,"STIRLING",112.027166882277
"727",2020-06-01,"STIRLING",112.754037267081
"728",2020-10-01,"STIRLING",116.084403669725
"729",2020-11-01,"STIRLING",119.497287522604
"730",2020-12-01,"STIRLING",136.080882352941
"731",2021-01-01,"STIRLING",133.143656716418
"732",2021-02-01,"STIRLING",128.174484052533
"733",2021-03-01,"STIRLING",125.356299212598
"734",2021-04-01,"STIRLING",130.526315789474
"735",2020-05-01,"SUBIACO",128.887323943662
"736",2020-06-01,"SUBIACO",128.943925233645
"737",2020-10-01,"SUBIACO",123.025157232704
"738",2020-11-01,"SUBIACO",127.341772151899
"739",2020-12-01,"SUBIACO",135.918238993711
"740",2021-01-01,"SUBIACO",132.728395061728
"741",2021-02-01,"SUBIACO",134.62893081761
"742",2021-03-01,"SUBIACO",133.897260273973
"743",2021-04-01,"SUBIACO",132.833333333333
"744",2020-05-01,"SWAN",107.334862385321
"745",2020-06-01,"SWAN",106.828703703704
"746",2020-10-01,"SWAN",115.8375
"747",2020-11-01,"SWAN",115.947368421053
"748",2020-12-01,"SWAN",115.986666666667
"749",2021-01-01,"SWAN",117.02614379085
"750",2021-02-01,"SWAN",116.614379084967
"751",2021-03-01,"SWAN",119.335570469799
"752",2021-04-01,"SWAN",120
"753",2020-05-01,"TOODYAY",145.309523809524
"754",2020-06-01,"TOODYAY",145.853658536585
"755",2020-10-01,"TOODYAY",139.121212121212
"756",2020-11-01,"TOODYAY",141.882352941176
"757",2020-12-01,"TOODYAY",141.885714285714
"758",2021-01-01,"TOODYAY",142.878787878788
"759",2021-02-01,"TOODYAY",145.774193548387
"760",2021-03-01,"TOODYAY",149.5
"761",2020-05-01,"TRAYNING",95
"762",2020-06-01,"TRAYNING",94
"763",2020-05-01,"VICTORIA PARK",98.7946768060836
"764",2020-06-01,"VICTORIA PARK",96.7125984251968
"765",2020-10-01,"VICTORIA PARK",95.5490196078431
"766",2020-11-01,"VICTORIA PARK",96.1610738255034
"767",2020-12-01,"VICTORIA PARK",104.225165562914
"768",2021-01-01,"VICTORIA PARK",102.745098039216
"769",2021-02-01,"VICTORIA PARK",101.80985915493
"770",2021-03-01,"VICTORIA PARK",99.3082706766917
"771",2021-04-01,"VICTORIA PARK",132
"772",2020-05-01,"VINCENT",106.776595744681
"773",2020-06-01,"VINCENT",105.97311827957
"774",2020-10-01,"VINCENT",109.348178137652
"775",2020-11-01,"VINCENT",111.562248995984
"776",2020-12-01,"VINCENT",121.252066115702
"777",2021-01-01,"VINCENT",116.644628099174
"778",2021-02-01,"VINCENT",116.794871794872
"779",2021-03-01,"VINCENT",116.200913242009
"780",2021-04-01,"VINCENT",99.304347826087
"781",2020-05-01,"WAGIN",100.142857142857
"782",2020-06-01,"WAGIN",103.166666666667
"783",2020-10-01,"WAGIN",93
"784",2020-11-01,"WAGIN",93.3333333333333
"785",2020-12-01,"WAGIN",99.5
"786",2021-01-01,"WAGIN",98.5
"787",2021-02-01,"WAGIN",99
"788",2021-03-01,"WAGIN",92
"789",2021-04-01,"WAGIN",97
"790",2020-05-01,"WANDERING",142
"791",2020-06-01,"WANDERING",141.333333333333
"792",2020-10-01,"WANDERING",147
"793",2020-11-01,"WANDERING",147
"794",2020-12-01,"WANDERING",147
"795",2021-01-01,"WANDERING",147
"796",2021-02-01,"WANDERING",147
"797",2021-03-01,"WANDERING",151.666666666667
"798",2020-05-01,"WANNEROO",113.368029739777
"799",2020-06-01,"WANNEROO",114.349442379182
"800",2020-10-01,"WANNEROO",117.551724137931
"801",2020-11-01,"WANNEROO",117.07960199005
"802",2020-12-01,"WANNEROO",127.691176470588
"803",2021-01-01,"WANNEROO",125.975369458128
"804",2021-02-01,"WANNEROO",123.379487179487
"805",2021-03-01,"WANNEROO",125.326086956522
"806",2021-04-01,"WANNEROO",79.25
"807",2020-05-01,"WAROONA",181.647058823529
"808",2020-06-01,"WAROONA",184.538461538462
"809",2020-10-01,"WAROONA",167.3
"810",2020-11-01,"WAROONA",169.1
"811",2020-12-01,"WAROONA",160.5
"812",2021-01-01,"WAROONA",160.75
"813",2021-02-01,"WAROONA",182.1
"814",2021-03-01,"WAROONA",179.333333333333
"815",2021-04-01,"WAROONA",206
"816",2020-05-01,"WEST ARTHUR",124.666666666667
"817",2020-06-01,"WEST ARTHUR",124.666666666667
"818",2020-10-01,"WEST ARTHUR",125
"819",2020-11-01,"WEST ARTHUR",125
"820",2020-12-01,"WEST ARTHUR",125
"821",2021-01-01,"WEST ARTHUR",126.666666666667
"822",2021-02-01,"WEST ARTHUR",126.666666666667
"823",2021-03-01,"WEST ARTHUR",126.666666666667
"824",2020-05-01,"WICKEPIN",79
"825",2020-06-01,"WICKEPIN",80
"826",2020-10-01,"WICKEPIN",115
"827",2020-11-01,"WICKEPIN",115
"828",2020-12-01,"WICKEPIN",115
"829",2021-01-01,"WICKEPIN",115
"830",2021-02-01,"WICKEPIN",115
"831",2021-03-01,"WICKEPIN",115
"832",2020-05-01,"WILLIAMS",329
"833",2020-06-01,"WILLIAMS",330
"834",2020-10-01,"WILLIAMS",191
"835",2020-11-01,"WILLIAMS",191
"836",2020-12-01,"WILLIAMS",193.5
"837",2021-01-01,"WILLIAMS",193.5
"838",2021-02-01,"WILLIAMS",193
"839",2021-03-01,"WILLIAMS",193.5
"840",2020-05-01,"WOODANILLING",120
"841",2020-06-01,"WOODANILLING",120
"842",2020-10-01,"WOODANILLING",123
"843",2020-11-01,"WOODANILLING",123
"844",2020-12-01,"WOODANILLING",134
"845",2021-01-01,"WOODANILLING",123
"846",2021-02-01,"WOODANILLING",123
"847",2021-03-01,"WOODANILLING",120
"848",2020-05-01,"WYALKATCHEM",111.5
"849",2020-06-01,"WYALKATCHEM",112
"850",2020-05-01,"WYNDHAM-EAST KIMBERLEY",118.947368421053
"851",2020-06-01,"WYNDHAM-EAST KIMBERLEY",123.052631578947
"852",2020-12-01,"WYNDHAM-EAST KIMBERLEY",126.8
"853",2021-01-01,"WYNDHAM-EAST KIMBERLEY",127.5
"854",2021-02-01,"WYNDHAM-EAST KIMBERLEY",120.4
"855",2021-03-01,"WYNDHAM-EAST KIMBERLEY",124.2
"856",2020-05-01,"YALGOO",141.2
"857",2020-06-01,"YALGOO",141.8
"858",2020-05-01,"YILGARN",79
"859",2020-06-01,"YILGARN",90
"860",2020-05-01,"YORK",153.8
"861",2020-06-01,"YORK",149.592592592593
"862",2020-10-01,"YORK",159.478260869565
"863",2020-11-01,"YORK",158.869565217391
"864",2020-12-01,"YORK",158.782608695652
"865",2021-01-01,"YORK",160.375
"866",2021-02-01,"YORK",165.695652173913
"867",2021-03-01,"YORK",169.809523809524
"868",2021-04-01,"YORK",112.5
